C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_04_074.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_04_074.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_04_074.jpg, 0, 1, 0, 30.18984
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_04_178.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_04_178.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_04_178.jpg, 0, 1, 0, 30.18987
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_04_279.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_04_279.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_04_279.jpg, 0, 1, 0, 30.18986
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_04_380.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_04_380.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_04_380.jpg, 0, 1, 0, 30.18989
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_04_484.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_04_484.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_04_484.jpg, 0, 1, 0, 30.18987
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_04_585.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_04_585.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_04_585.jpg, 0, 1, 0, 30.18987
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_04_688.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_04_688.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_04_688.jpg, 0, 1, 0, 30.18989
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_04_792.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_04_792.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_04_792.jpg, 0, 1, 0, 30.18989
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_04_894.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_04_894.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_04_894.jpg, 0, 1, 0, 30.18988
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_04_996.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_04_996.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_04_996.jpg, 0, 1, 0, 30.18987
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_05_102.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_05_102.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_05_102.jpg, 0, 1, 0, 30.18989
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_05_211.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_05_211.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_05_211.jpg, 0, 1, 0, 30.18987
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_05_314.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_05_314.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_05_314.jpg, 0, 1, 0, 30.18987
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_05_421.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_05_421.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_05_421.jpg, 0, 1, 0, 30.18989
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_05_527.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_05_527.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_05_527.jpg, 0, 1, 0, 30.18989
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_05_627.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_05_627.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_05_627.jpg, 0, 1, 0, 30.1899
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_05_729.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_05_729.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_05_729.jpg, 0, 1, 0, 30.18988
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_05_831.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_05_831.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_05_831.jpg, 0, 1, 0, 30.18986
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_05_935.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_05_935.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_05_935.jpg, 0, 1, 0, 30.18989
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_06_038.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_06_038.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_06_038.jpg, -0.2172327, 1, 0, 30.17763
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_06_143.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_06_143.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_06_143.jpg, -0.06794672, 1, 0, 30.19042
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_06_245.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_06_245.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_06_245.jpg, 0, 1, 0, 30.18958
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_06_348.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_06_348.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_06_348.jpg, 0, 1, 0, 30.18993
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_06_452.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_06_452.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_06_452.jpg, 0, 1, 0, 30.18998
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_06_553.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_06_553.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_06_553.jpg, 0, 1, 0, 30.18998
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_06_658.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_06_658.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_06_658.jpg, 0, 1, 0, 30.18998
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_06_762.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_06_762.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_06_762.jpg, 0, 1, 0, 30.18999
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_06_863.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_06_863.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_06_863.jpg, 0, 1, 0, 30.19
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_06_963.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_06_963.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_06_963.jpg, 0, 1, 0, 30.18998
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_07_064.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_07_064.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_07_064.jpg, 0, 1, 0, 30.18997
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_07_165.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_07_165.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_07_165.jpg, 0, 1, 0, 30.19
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_07_268.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_07_268.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_07_268.jpg, 0, 1, 0, 30.18998
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_07_372.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_07_372.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_07_372.jpg, 0, 1, 0, 30.18998
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_07_474.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_07_474.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_07_474.jpg, 0, 1, 0, 30.18999
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_07_577.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_07_577.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_07_577.jpg, 0, 1, 0, 30.18998
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_07_680.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_07_680.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_07_680.jpg, 0, 1, 0, 30.19
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_07_783.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_07_783.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_07_783.jpg, 0, 1, 0, 30.18998
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_07_885.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_07_885.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_07_885.jpg, 0, 1, 0, 30.18997
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_07_988.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_07_988.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_07_988.jpg, 0, 1, 0, 30.18998
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_08_091.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_08_091.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_08_091.jpg, 0, 1, 0, 30.18999
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_08_191.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_08_191.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_08_191.jpg, 0, 1, 0, 30.19
C:\Users\guilh\Desktop\Nova pasta\IMG\center_2021_09_28_19_20_08_293.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\left_2021_09_28_19_20_08_293.jpg, C:\Users\guilh\Desktop\Nova pasta\IMG\right_2021_09_28_19_20_08_293.jpg, 0, 1, 0, 30.18999
